tconst,originalTitle,year,genres,runtime,localised_title,averageRating,numVotes,overview,poster_path,production_countries,Actors,Directors,Writers,overview_fr
tt0067185,Harold and Maude,1971,"Drama, Romance, Comedy",91,Harold et Maude,7.9,83197,The young Harold lives in his own world of suicide-attempts and funeral visits to avoid the misery of his current family and home environment. Harold meets an 80-year-old woman named Maude who also lives in her own world yet one in which she is having the time of her life. When the two opposites meet they realize that their differences don’t matter and they become best friends and love each other.,/t7qEuGwDjcYu8ajaKZ68DeDnOxw.jpg,US,"Vivian Pickles, Ellen Geer, Shari Summers, Ruth Gordon, Judy Engles, Charles Tyner, G. Wood, Cyril Cusack, Bud Cort, Eric Christmas",Hal Ashby,['Colin Higgins'],"Le jeune Harold vit dans son propre monde de suicides et de visites funèbres pour éviter la misère de sa famille actuelle et de son environnement familial. Harold rencontre une femme de 80 ans nommée Maude qui vit aussi dans son propre monde, mais dans lequel elle a le temps de sa vie. Quand les deux contraires se rencontrent, ils se rendent compte que leurs différences n'ont pas d'importance et ils deviennent les meilleurs amis et s'aiment les uns les autres."
tt0067217,The Hospital,1971,"Drama, Comedy, Mystery",103,L'hôpital,7.1,7539,"Dr. Bock, the chief of medicine at a Manhattan hospital, is suicidal after the collapse of his personal life. When an intern is found dead in a hospital bed, it appears to Bock to be a case of unforgivable malpractice. Hours later, another doctor,  who happens to be responsible for another case of malpractice, is found dead. Despondent, Bock finds himself drawn to Barbara, the daughter of a comatose missionary.",/ikrl0fKV1hOWBFLtg0tDQeyDNQc.jpg,US,"Jordan Charney, Andrew Duncan, Donald Harron, Roberts Blossom, Diana Rigg, Stephen Elliott, George C. Scott, Richard Dysart, Barnard Hughes, Nancy Marchand",Arthur Hiller,['Paddy Chayefsky'],"Le Dr Bock, le chef de la médecine d'un hôpital de Manhattan, est suicidaire après l'effondrement de sa vie personnelle. Lorsqu'un interne est retrouvé mort dans un lit d'hôpital, il semble à Bock être un cas de faute impardonnable. Quelques heures plus tard, un autre médecin, qui se trouve responsable d'un autre cas de faute professionnelle, est retrouvé mort. Despondant, Bock se trouve attiré par Barbara, la fille d'un missionnaire comateux."
tt0067227,Händler der vier Jahreszeiten,1972,Drama,88,Le marchand des quatre saisons,7.3,5390,"Hans is a street fruit peddler and born-loser. His choice of career upsets his bourgeois family, causing him to turn to drinking and violence. After recovering from a debilitating heart attack, his business finally begins to take off. However the more he becomes a credit to his family, the more depressed he becomes.",/bintc47wBcZ0kWWs05NXiecrnVS.jpg,DE,"Karl Scheydt, Andrea Schober, Hans Hirschmüller, Gusti Kreissl, Klaus Löwitsch, Ingrid Caven, Irm Hermann, Heide Simon, Kurt Raab, Hanna Schygulla",Rainer Werner Fassbinder,['Rainer Werner Fassbinder'],"Son choix de carrière bouleverse sa famille bourgeoise, ce qui l'amène à se tourner vers l'alcool et la violence. Après s'être remis d'une crise cardiaque débilitante, son entreprise commence finalement à décoller. Cependant, plus il devient un crédit pour sa famille, plus il devient déprimé."
tt0067249,Inochi bô ni furô,1971,"Drama, Crime",121,L'Auberge du mal,7.2,2094,"The story takes place in feudal Japan, when any commerce with the rest of the world was strictly prohibited. An idealist suddenly appears in an isolated inn (the one that the title refers to), the head-quarters of a group of smugglers, with stolen money intended to ransom his loved one who is forced to work in a brothel.",/uEPlD1sxQP7656Q4HnavGhb7UNm.jpg,JP,"Ichirô Nakatani, Kei Yamamoto, Shigeru Kôyama, Kei Satô, Komaki Kurihara, Wakako Sakai, Yôsuke Kondô, Yûsuke Takita, Tatsuya Nakadai, Kanemon Nakamura",Masaki Kobayashi,"['Shûgorô Yamamoto', 'Yasuko Miyazaki']","L'histoire a lieu dans le Japon féodal, quand tout commerce avec le reste du monde était strictement interdit. Un idéaliste apparaît soudainement dans une auberge isolée (à laquelle se réfère le titre), le siège d'un groupe de contrebandiers, avec de l'argent volé destiné à racheter son être cher qui est forcé de travailler dans un bordel."
tt0067274,Jo,1971,"Thriller, Comedy, Crime",85,Jo,7.1,3814,"Selling author, Antoine Brisebard is a victim of a blackmailer, Jo, which threatens to jeopardize his reputation by revealing the past of his wife Sylvia. While the latter must pass the same night to take possession of the money required, Brisebard accidentally kills ...",/oO916dKqqKIWcQjUnbWjEcLF47Y.jpg,FR,"Florence Blot, Ferdy Mayne, Louis de Funès, Claude Gensac, Guy Tréjan, Michel Galabru, Micheline Luccioni, Christiane Muller, Bernard Blier, Yvonne Clech",Jean Girault,"['Claude Magnier', 'Jacques Vilfrid', 'Myra Coppel', 'Alec Coppel']","Auteur vendeur, Antoine Brisebard est victime d'un maître-chanteur, Jo, qui menace de compromettre sa réputation en révélant le passé de sa femme Sylvia. Alors que ce dernier doit passer la même nuit pour prendre possession de l'argent nécessaire, Brisebard tue accidentellement ..."
tt0067277,Johnny Got His Gun,1971,"Drama, War",111,Johnny s'en va-t-en guerre,7.8,18909,"A young American soldier, rendered in pseudocoma from an artillery shell from WWI, recalls his life leading up to that point.",/ryIY3FPmTtXu9g6W4I69qCdkxKj.jpg,US,"Charles McGraw, Jason Robards, Timothy Bottoms, Kathy Fields, Kendell Clarke, Sandy Brown Wyeth, Peter Brocco, Don Red Barry, Marsha Hunt, Donald Sutherland",Dalton Trumbo,['Dalton Trumbo'],"Un jeune soldat américain, rendu en pseudocoma à partir d'un obus d'artillerie de la Première Guerre mondiale, se souvient de sa vie menant à ce point."
tt0067309,Klute,1971,"Mystery, Thriller, Crime",114,Klute,7.1,31241,A high-priced call girl is forced to depend on a reluctant private eye when she is stalked by a psychopath.,/tVyINAsNGSgD1OIstqwCcs7wyGH.jpg,US,"Morris Strassberg, Charles Cioffi, Rita Gam, Barry Snider, Nathan George, Jane Fonda, Vivian Nathan, Roy Scheider, Dorothy Tristan, Donald Sutherland",Alan J. Pakula,"['Andy Lewis', 'David E. Lewis']",Une call-girl à prix élevé est obligée de dépendre d'un œil privé réticent quand elle est traquée par un psychopathe.
tt0067324,Land des Schweigens und der Dunkelheit,1971,Documentary,85,Le pays du silence et de l'obscurité,7.9,3289,"Through examining Fini Straubinger, an old woman who has been deaf and blind since her teens, and her work on behalf of other deaf-blind people, this film shows how the deaf-blind struggle to understand and accept a world from which they are almost wholly isolated.",/wzruxvZEYZzaFOuL1Ufwe5PYG0t.jpg,DE,"M. Baaske, Rolf Illig",Werner Herzog,['Werner Herzog'],"En examinant Fini Straubinger, une vieille femme sourde et aveugle depuis son adolescence, et son travail au nom d'autres sourds-aveugles, ce film montre comment les sourds-aveugles luttent pour comprendre et accepter un monde dont ils sont presque totalement isolés."
tt0067328,The Last Picture Show,1971,"Romance, Drama",118,La dernière séance,8.0,53924,"High school seniors and best friends, Sonny and Duane, live in a dying Texas town. The handsome Duane is dating a local beauty, while Sonny is having an affair with the coach's wife. As graduation nears and both boys contemplate their futures, Duane eyes the army and Sonny takes over a local business. Each struggles to figure out if he can escape this dead-end town and build a better life somewhere else.",/7NYePZc0lZrRomtmQsjOJMePTEb.jpg,US,"Timothy Bottoms, Ben Johnson, Sam Bottoms, Ellen Burstyn, Cybill Shepherd, Jeff Bridges, Cloris Leachman, Sharon Ullrick, Eileen Brennan, Clu Gulager",Peter Bogdanovich,"['Larry McMurtry', 'Peter Bogdanovich']","Le beau Duane sort avec une beauté locale, tandis que Sonny a une liaison avec la femme de l'entraîneur. Alors que la graduation approche et que les deux garçons contemplent leur avenir, Duane regarde l'armée et Sonny prend en charge une entreprise locale. Chaque lutte pour savoir s'il peut échapper à cette ville morte et construire une vie meilleure ailleurs."
tt0067333,Lawman,1971,"Adventure, Drama, Western",99,L'homme de la loi,7.0,6335,"While passing through the town of Bannock, a bunch of drunken cattlemen go overboard with their celebrating and accidentally kill an old man with a stray shot. They return home to Sabbath unaware of his death. Bannock lawman Jered Maddox later arrives there to arrest everyone involved on a charge of murder. Sabbath is run by land baron Vince Bronson, a benevolent despot, who, upon hearing of the death, offers restitution for the incident.",/88DTPi738IZD4epYGj58yCm3WTz.jpg,US,"Lee J. Cobb, Robert Duvall, John McGiver, Ralph Waite, Robert Ryan, John Beck, Richard Jordan, Burt Lancaster, Sheree North, Albert Salmi",Michael Winner,['Gerald Wilson'],"En passant par la ville de Bannock, un groupe de bestiaux ivres vont par-dessus bord avec leur fête et tuent accidentellement un vieil homme avec un coup de feu errant. Ils retournent chez eux à Sabbat sans connaître sa mort. Le juriste de Bannock Jered Maddox arrive plus tard là pour arrêter toutes les personnes impliquées sur une accusation de meurtre. Sabbat est géré par le baron de terre Vince Bronson, un despote bienveillant, qui, après avoir entendu parler de la mort, offre restitution pour l'incident."
tt0067355,Lo chiamavano Trinità...,1970,"Comedy, Western",115,On l'appelle Trinita,7.4,25924,"The simple story has the pair coming to the rescue of peace-loving Mormons when land-hungry Major Harriman sends his bullies to harass them into giving up their fertile valley. Trinity and Bambino manage to save the Mormons and send the bad guys packing with slapstick humor instead of excessive violence, saving the day.",/qY7iV4BJD5IXJU4iXlcZxKN8s9w.jpg,IT,"Terence Hill, Bud Spencer, Dan Sturkie, Elena Pedemonte, Steffen Zacharias, Luciano Rossi, Ugo Sasso, Gisela Hahn, Ezio Marano, Farley Granger",Enzo Barboni,"['Enzo Barboni', 'Gene Luotto']","L'histoire simple a la paire qui vient à la rescousse des Mormons épris de paix quand le major Harriman, avide de terre, envoie ses tyrans pour les harceler dans l'abandon de leur vallée fertile. Trinity et Bambino parviennent à sauver les Mormons et envoyer les méchants emballer avec de l'humour gifle au lieu d'une violence excessive, sauver la journée."
tt0067372,The Tragedy of Macbeth,1971,"History, Drama",140,Macbeth,7.4,15311,"Scotland, 11th century. Driven by the twisted prophecy of three witches and the ruthless ambition of his wife, warlord Macbeth, bold and brave, but also weak and hesitant, betrays his good king and his brothers in arms and sinks into the bloody mud of a path with no return, sown with crime and suspicion.",/35wNrDYuZjVCLurOmTZ5j490iuR.jpg,"US, GB","Maisie MacFarquhar, Jon Finch, John Stride, Terence Bayler, Nicholas Selby, Stephan Chase, Francesca Annis, Paul Shelley, Martin Shaw, Elsie Taylor",Roman Polanski,"['Kenneth Tynan', 'Roman Polanski', 'William Shakespeare']","Scotland, 11e siècle. Poussé par la prophétie tordue de trois sorcières et l'ambition impitoyable de sa femme, le seigneur de guerre Macbeth, audacieux et courageux, mais aussi faible et hésitant, trahit son bon roi et ses frères dans les armes et s'enfonce dans la boue sanglante d'un chemin sans retour, semé de crime et de suspicion."
tt0067402,"Mary, Queen of Scots",1971,"History, Biography, Drama",128,"Marie Stuart, reine d'Écosse",7.1,4995,"Mary Stuart, who was named Queen of Scotland when she was only six days old, is the last Roman Catholic ruler of Scotland. She is imprisoned at the age of 23 by her cousin Elizabeth Tudor, the English Queen and her arch adversary. Nineteen years later the life of Mary is to be ended on the scaffold and with her execution the last threat to Elizabeth's throne has been removed. The two Queens with their contrasting personalities make a dramatic counterpoint to history.",/bNz2smYRTVGs7NHh34aHh7knVIY.jpg,GB,"Trevor Howard, Daniel Massey, Ian Holm, Andrew Keir, Timothy Dalton, Glenda Jackson, Nigel Davenport, Patrick McGoohan, Vanessa Redgrave, Tom Fleming",Charles Jarrott,['John Hale'],"Mary Stuart, nommée Reine d'Écosse alors qu'elle n'avait que six jours, est la dernière dirigeante catholique d'Écosse. Elle est emprisonnée à l'âge de 23 ans par sa cousine Elizabeth Tudor, la Reine d'Angleterre et son adversaire arc-en-ciel. Dix-neuf ans plus tard, la vie de Marie doit se terminer sur l'échafaud et avec son exécution la dernière menace sur le trône d'Elizabeth a été supprimée."
tt0067409,Max et les ferrailleurs,1971,"Romance, Drama, Crime",112,Max et les ferrailleurs,7.3,3239,"Max is a Paris detective, aloof, independently wealthy, and frustrated by gangs of robbers whom he cannot catch. To re-establish his stature and save face, he decides to inveigle a group of petty thieves (led by an old acquaintance) to rob a bank. A reluctant captain provides Max intelligence and Max starts spending evenings with Lilly, a prostitute who's the girlfriend of the group's leader. He poses as a rich banker with money to burn and encourages Lilly to think about her future. He hints at a payroll that comes through his bank. The plot works, the petty thieves think they're ready for a big score, and the cops are in place. What could go wrong with Max's cold plan? Who's entrapped?",/nrHzQDXCCbRGlZH9wPtp7jYP7A2.jpg,"IT, FR","Boby Lapointe, Alain Belart, Michel Creton, Betty Beckers, Georges Wilson, Michel Piccoli, Philippe Léotard, Romy Schneider, Danielle Durou, François Périer",Claude Sautet,"['Claude Sautet', 'Claude Néron', 'Jean-Loup Dabadie']","Pour rétablir sa stature et sauver son visage, il décide d'inventer un groupe de petits voleurs (menés par une vieille connaissance) pour voler une banque. Un capitaine réticent fournit Max intelligence et Max commence à passer des soirées avec Lilly, une prostituée qui est la petite amie du chef du groupe. Il se pose comme un riche banquier avec de l'argent pour brûler et encourage Lilly à penser à son avenir. Il fait allusion à un salaire qui passe par sa banque. Le complot fonctionne, les petits voleurs pensent qu'ils sont prêts pour un gros score, et les flics sont en place."
tt0067411,McCabe & Mrs. Miller,1971,"Drama, Western",120,John McCabe,7.6,28515,A gambler and a brothel madam join forces to establish a brothel n a remote Old West mining town.,/eQ9hDaTNpZ4wb7FWdqoJcOCJBve.jpg,US,"Corey Fischer, Warren Beatty, Michael Murphy, Rene Auberjonois, Bert Remsen, William Devane, John Schuck, Keith Carradine, Julie Christie, Shelley Duvall",Robert Altman,"['Edmund Naughton', 'Brian McKay', 'Robert Altman']",Une joueuse et une maîtresse de maison de prostitution unissent leurs forces pour établir une maison de prostitution dans une ville minière éloignée du Vieux-Ouest.
tt0067418,Melody,1971,"Drama, Romance, Comedy",103,Mercredi après-midi,7.6,3267,Two youngsters declare to their parents that they want to get married. Not sometime in the future but as soon as possible.,/AmLfhgwwFmEZzTUBN0S4JM3YlVw.jpg,GB,"Ashley Knight, Colin Barrie, Peter Walton, Camille Davis, William Vanderpuye, Jack Wild, Billy Franks, Mark Lester, Tracy Hyde, Craig Marriott",Waris Hussein,['Alan Parker'],Deux jeunes déclarent à leurs parents qu'ils veulent se marier.
tt0067429,Milano calibro 9,1972,"Action, Thriller, Crime",88,Milan calibre 9,7.4,4918,"Just out of prison, ex-con Ugo Piazza meets his former employer, a psychopathic gangster Rocco who enjoys sick violence and torture. Both the gangsters and the police believe Ugo has hidden $300,000 that should have gone to an American drug syndicate boss.",/tV5xhT0luyD1Xiebx4HXbv3sV0q.jpg,IT,"Philippe Leroy, Gastone Moschin, Luigi Pistilli, Ivo Garrani, Mario Novelli, Frank Wolff, Mario Adorf, Giuseppe Castellano, Lionel Stander, Barbara Bouchet",Fernando Di Leo,"['Fernando Di Leo', 'Giorgio Scerbanenco']","Juste hors de prison, l'ex-con Ugo Piazza rencontre son ancien employeur, un gangster psychopathe Rocco qui aime la violence et la torture malades. Les gangsters et la police croient qu'Ugo a caché 300 000 $ qui auraient dû aller à un patron de drogue américain."
tt0067433,Minnie and Moskowitz,1971,"Drama, Romance, Comedy",114,Ainsi va l'amour,7.2,5497,"Depressed and jaded after being dumped by her married boyfriend, aging beauty Minnie Moore wonders if she'll ever find love.  After shaggy-haired parking lot attendant Seymour Moskowitz comes to her defense from an angry and rebuffed blind date, he falls hopelessly in love with her despite their myriad differences.  Minnie reluctantly agrees to a date with Moskowitz, and, slowly but surely, an unlikely romance blossoms between the two.",/37H57kpnNtQhqe4SAzRc9ktsGut.jpg,US,"Elsie Ames, Val Avery, Gena Rowlands, Holly Near, Elizabeth Deering, Katherine Cassavetes, Seymour Cassel, Judith Roberts, Lady Rowlands, Timothy Carey",John Cassavetes,['John Cassavetes'],"Déprimé et jaded après avoir été largué par son petit ami marié, beauté vieillissante Minnie Moore se demande si elle trouvera jamais l'amour. Après shaggy-chaird parking assistance Seymour Moskowitz vient à sa défense d'une date aveugle en colère et rebuffée, il tombe désespérément amoureux d'elle malgré leurs myriades différences. Minnie accepte à contrecœur une date avec Moskowitz, et, lentement mais sûrement, une fleur d'amour improbable entre les deux."
tt0067439,Mon oncle Antoine,1971,Drama,104,Mon oncle Antoine,7.4,3249,"Set in cold rural Quebec at Christmas time, we follow the coming of age of a young boy and the life of his family which owns the town's general store and undertaking business.",/xoBtvBn8tHZuyjkiczme9TocC7E.jpg,CA,"Olivette Thibault, Jean Duceppe, Mario Dubuc, Lyne Champagne, Jacques Gagnon, Claude Jutra, Alain Legendre, Hélène Loiselle, Lionel Villeneuve, Lise Brunelle",Claude Jutra,"['Clément Perron', 'Claude Jutra']","Situés dans les régions rurales froides du Québec à l'heure de Noël, nous suivons l'avènement de l'âge d'un jeune garçon et la vie de sa famille qui possède le magasin général et l'entreprise de la ville."
tt0067445,Morte a Venezia,1971,"Romance, Drama",130,Mort à Venise,7.3,23567,"Composer Gustav von Aschenbach travels to Venice for health reasons. There, he becomes obsessed with the stunning beauty of an adolescent Polish boy named Tadzio who is staying with his family at the same Grand Hôtel des Bains on the Lido as Aschenbach.",/s81SuFBSqY8T5Lrn5R8ucX8LKxi.jpg,"IT, FR","Nora Ricci, Franco Fabrizi, Leslie French, Silvana Mangano, Marisa Berenson, Carole André, Romolo Valli, Björn Andrésen, Mark Burns, Dirk Bogarde",Luchino Visconti,"['Luchino Visconti', 'Thomas Mann', 'Nicola Badalucco']","Le compositeur Gustav von Aschenbach se rend à Venise pour des raisons de santé. Là, il devient obsédé par la beauté époustouflante d'un adolescent polonais du nom de Tadzio qui séjourne avec sa famille au même Grand Hôtel des Bains sur le Lido qu'Aschenbach."
tt0067482,A New Leaf,1971,"Romance, Comedy",102,Un nouveau départ,7.3,7943,"Henry Graham lives the life of a playboy. When his lawyer tells him one day that his lifestyle has consumed all his funds, he needs an idea to avoid climbing down the social ladder.",/tv0TBlCWDIYnyHtrADBsFN9UUGe.jpg,US,"Renée Taylor, Jack Weston, James Coco, Elaine May, Doris Roberts, William Redfield, Graham Jarvis, Walter Matthau, Jess Osuna, George Rose",Elaine May,"['Elaine May', 'Jack Ritchie']","Henry Graham vit la vie d'un playboy. Quand son avocat lui dit un jour que son style de vie a consommé tous ses fonds, il a besoin d'une idée pour éviter de descendre l'échelle sociale."
tt0067483,Nicholas and Alexandra,1971,"History, Biography, Drama",183,Nicolas et Alexandra,7.2,5784,"Tsar Nicholas II, the inept last monarch of Russia, insensitive to the needs of his people, is overthrown and exiled to Siberia with his family.",/bYQcbi2vtETYa5VL1jD1FwBDXH9.jpg,GB,"Michael Jayston, Lynne Frederick, Fiona Fullerton, Tom Baker, Janet Suzman, Candace Glendenning, Roderic Noble, Irene Worth, Ania Marson, Harry Andrews",Franklin J. Schaffner,"['Robert K. Massie', 'James Goldman', 'Edward Bond']","Le tsar Nicolas II, le dernier monarque inepte de Russie, insensible aux besoins de son peuple, est renversé et exilé en Sibérie avec sa famille."
tt0067517,Ofitsery,1971,"Romance, Drama, War",96,Les Officiers,7.5,2200,"Two friends are army officers, and the turbulent times throw them from the Civil War in the early 20s to the Soviet conflict in Finland, from China to the Urals.",/cRMazPag2GKncyOpy3f0YQx8qbE.jpg,SU,"Shadzhan Akmukhamedov, Vasiliy Lanovoy, Yuriy Sorokin, Alina Pokrovskaya, Georgiy Yumatov, Natalya Rychagova, Andrei Gromov, Andrei Anisimov, Vladimir Druzhnikov, Aleksandr Voevodin",Vladimir Rogovoy,"['Kirill Rapoport', 'Boris Vasilev']","Deux amis sont des officiers de l'armée, et les temps agités les jettent de la guerre civile au début des années 20 au conflit soviétique en Finlande, de la Chine à l'Oural."
tt0067541,Wake in Fright,1971,"Drama, Thriller",109,Outback - Le réveil dans la terreur,7.6,14747,"Wake in Fright is the story of John Grant, a bonded teacher who arrives in the rough outback mining town of Bundanyabba planning to stay overnight before catching the plane to Sydney, but as one night stretches into several he plunges headlong into his own destruction.",/kZ0XAZdokIHmjIWSqO53KjDeEQ7.jpg,"US, GB, AU","Chips Rafferty, Peter Whittle, John Armstrong, Jack Thompson, Slim DeGrey, Gary Bond, John Meillon, Sylvia Kay, Al Thomas, Donald Pleasence",Ted Kotcheff,"['Evan Jones', 'Kenneth Cook']","Wake in Fright est l'histoire de John Grant, un enseignant lié qui arrive dans la ville minière rugueuse de Bundanyabba projetant de rester la nuit avant d'attraper l'avion à Sydney, mais comme une nuit s'étend dans plusieurs il plonge en tête dans sa propre destruction."
tt0067549,The Panic in Needle Park,1971,Drama,110,Panique à Needle Park,7.1,20764,"A stark portrayal of life among a group of heroin addicts who hang out in Needle Park in New York City. Played against this setting is a low-key love story between Bobby, a young addict and small-time hustler, and Helen, a homeless girl who finds in her relationship with Bobby the stability she craves.",/rhJ8Dnl6Z9KR9R2zskBKIfrFeFs.jpg,US,"Raul Julia, Warren Finnerty, Alan Vint, Al Pacino, Angie Ortega, Kiel Martin, Marcia Jean Kurtz, Richard Bright, Kitty Winn, Michael McClanathan",Jerry Schatzberg,"['John Gregory Dunne', 'Joan Didion', 'James Mills']","Une représentation éblouissante de la vie d'un groupe d'héroïnomanes qui traînent à Needle Park dans la ville de New York. Joué contre ce cadre est une histoire d'amour faible-clé entre Bobby, un jeune toxicomane et un petit arnaqueur, et Helen, une fille sans-abri qui trouve dans sa relation avec Bobby la stabilité qu'elle désire."
tt0067633,Punishment Park,1971,"Drama, Thriller",91,Punishment Park,7.7,7838,"In this fictional documentary, U.S. prisons are at capacity, and President Nixon declares a state of emergency. All new prisoners, most of whom are connected to the antiwar movement, are now given the choice of jail time or spending three days in Punishment Park, where they will be hunted for sport by federal authorities. The prisoners invariably choose the latter option, but learn that, between the desert heat and the brutal police officers, their chances of survival are slim.",/fPGnMnp80ycqUHdgP1T3nzCyYKe.jpg,US,"Mary Ellen Kleinhall, Katherine Quittner, Carmen Argenziano, Scott Turner, Gladys Golden, Patrick Boland, Kent Foreman, Luke Johnson, Stan Armsted, Mark Keats",Peter Watkins,['Peter Watkins'],"Dans ce documentaire fictif, les prisons américaines sont en capacité, et le président Nixon déclare l'état d'urgence. Tous les nouveaux prisonniers, qui sont pour la plupart liés au mouvement anti-guerre, se voient maintenant confier le choix de la prison ou passer trois jours à Punishment Park, où ils seront chassés pour le sport par les autorités fédérales. Les prisonniers choisissent invariablement cette dernière option, mais apprennent que, entre la chaleur du désert et les policiers brutaux, leurs chances de survie sont minces."
tt0067641,Quatre nuits d'un rêveur,1971,"Romance, Drama",87,Quatre nuits d'un rêveur,7.3,3302,"Jacques, a young man with artistic aspirations, spends four nights wandering Paris with a young woman, whom he rescued from suicide.",/cVzvJsn2TUEXxRszs2IVFF36hSA.jpg,FR,"Lidia Biondi, Jean-Maurice Monnoyer, Marku Ribas, Guillaume des Forêts, Patrick Jouané, Robert de Laroche, Jérôme Massart, Giorgio Maulini, Isabelle Weingarten",Robert Bresson,"['Robert Bresson', 'Fyodor Dostoevsky']","Jacques, un jeune homme aux aspirations artistiques, passe quatre nuits à errer à Paris avec une jeune femme, qu'il a sauvée du suicide."
tt0067698,Sacco e Vanzetti,1971,"Biography, Drama, Crime",125,Sacco et Vanzetti,7.8,3884,"Boston, 1920. Italian immigrants Nicola Sacco and Bartolomeo Vanzetti are charged and unfairly tried for murder on the basis of their anarchic political convictions.",/pgAoI8h6lKLKenW8aKmdNd7AFwJ.jpg,"IT, FR","Rosanna Fratello, Armenia Balducci, Geoffrey Keen, Riccardo Cucciolla, Gian Maria Volontè, William Prince, Claude Mann, Milo OShea, Cyril Cusack, Edward Jewesbury",Giuliano Montaldo,"['Mino Roli', 'Fabrizio Onofri', 'Giuliano Montaldo', 'Ottavio Jemma']","Boston, 1920. Les immigrants italiens Nicola Sacco et Bartolomeo Vanzetti sont accusés et injustement jugés pour meurtre sur la base de leurs convictions politiques anarchiques."
tt0067778,Le souffle au coeur,1971,"Drama, Comedy",118,Le souffle au coeur,7.5,11124,"This loosely plotted coming-of-age tale follows the life of 15-year-old Laurent Chevalier as he stumbles his way over the burgeoning swell of adolescence in 1950s France. After having his first sexual experience with a prostitute and dodging the lips of a priest, Chevalier contracts a case of scarlet fever. When the fever leaves him with a heart murmur, Chevalier is placed in a sanatorium, along with his over-attentive and adulterous mother.",/60aZrZWZqhjSSHxiUVYSUQEm6SD.jpg,"DE, FR, IT","Henri Poirier, Marc Winocourt, Fabien Ferreux, Gila von Weitershausen, Micheline Bona, Michael Lonsdale, Ave Ninchi, Benoît Ferreux, Daniel Gélin, Lea Massari",Louis Malle,['Louis Malle'],"Ce récit de l'arrivée de l'âge fait suite à la vie de Laurent Chevalier, âgé de 15 ans, alors qu'il trébuchait sur la houle florissante de l'adolescence en France dans les années 1950. Après avoir eu sa première expérience sexuelle avec une prostituée et avoir esquivé les lèvres d'un prêtre, Chevalier contracte un cas de fièvre écarlate. Lorsque la fièvre le laisse avec un murmure cardiaque, Chevalier est placé dans un sanatorium, avec sa mère sur-tendue et adultère."
tt0067800,Straw Dogs,1971,"Thriller, Drama, Crime",113,Les Chiens de paille,7.4,65695,"David Sumner, a mild-mannered academic from the United States, marries Amy, an Englishwoman. In order to escape a hectic stateside lifestyle, David and his wife relocate to the small town in rural Cornwall where Amy was raised. There, David is ostracized by the brutish men of the village, including Amy's old flame, Charlie. Eventually the taunts escalate, and two of the locals rape Amy. This sexual assault awakes a shockingly violent side of David.",/yigkfHE1OhkxPPrjrV78Y9ibGEk.jpg,"US, GB","Len Jones, T.P. McKenna, Peter Vaughan, Sally Thomsett, Del Henney, Dustin Hoffman, Jim Norton, Donald Webster, Ken Hutchison, Susan George",Sam Peckinpah,"['Gordon Williams', 'David Zelag Goodman', 'Sam Peckinpah']","David Sumner, universitaire des États-Unis, épouse Amy, une Anglaise. Afin d'échapper à une vie d'État agitée, David et sa femme se relocalisent dans la petite ville rurale de Cornwall où Amy a été élevée. Là, David est ostracisé par les hommes brutaux du village, y compris la vieille flamme d'Amy, Charlie. Finalement, les tabassages s'aggravent, et deux des locaux violent Amy. Cette agression sexuelle réveille un côté choquantment violent de David."
tt0067803,Summer of '42,1971,"Romance, Drama",104,Un été 42,7.2,9398,"Over the summer of 1942 on Nantucket Island, three friends -- Hermie, Oscy and Benjie -- are more concerned with getting laid than anything else. Hermie falls in love with the married Dorothy, whose husband is an army pilot recently sent to the battlefront of World War II.",/4n7m05C2ee3UM5Co2k2BOWqH5o2.jpg,US,"Robert Mulligan, Katherine Allentuck, Jennifer ONeill, Oliver Conant, Maureen Stapleton, Jerry Houser, Lou Frizzell, Walter Scott, Gary Grimes, Christopher Norris",Robert Mulligan,['Herman Raucher'],"Au cours de l'été 1942, sur l'île de Nantucket, trois amis -- Hermie, Oscy et Benjie -- sont plus préoccupés par le fait de baiser qu'autre chose. Hermie tombe amoureuse de Dorothy, mariée, dont le mari est un pilote de l'armée récemment envoyé sur le front de la Seconde Guerre mondiale."
tt0067805,Sunday Bloody Sunday,1971,Drama,110,Un dimanche comme les autres,7.0,7317,"Recently divorced career woman Alex Greville begins a romantic relationship with glamorous mod artist Bob Elkin, fully aware that he's also intimately involved with middle-aged doctor Daniel Hirsh. For both Alex and Daniel, the younger man represents a break with their repressive pasts, and though both know that Bob is seeing both of them, neither is willing to let go of the youth and vitality he brings to their otherwise stable lives.",/7q1h3M1vDlsHDKRhoPOzKjmFCVq.jpg,GB,"Vivian Pickles, Tony Britton, Thomas Baptiste, Peter Finch, Frank Windsor, Murray Head, Peggy Ashcroft, Glenda Jackson, Bessie Love, Maurice Denham",John Schlesinger,['Penelope Gilliatt'],"Alex Greville, une jeune femme récemment divorcée, commence une relation romantique avec Bob Elkin, l'artiste de mode glamour, pleinement conscient qu'il est aussi intimement impliqué avec le docteur d'âge moyen Daniel Hirsh. Pour Alex et Daniel, le jeune homme représente une rupture avec leurs passés répressifs, et bien que les deux sachent que Bob voit les deux, ni l'un ni l'autre n'est prêt à laisser aller la jeunesse et la vitalité qu'il apporte à leur vie autrement stable."
